Provincia,Partido,Localidad,Link indec,Velocidad_mbps,Accesos
CHACO,GENERAL DONOVAN,MAKALLÉ,22056040,6,502.0
CHACO,GENERAL DONOVAN,MAKALLÉ,22056040,10,21.0
CHACO,GENERAL DONOVAN,MAKALLÉ,22056040,15,2.0
CHACO,GENERAL DONOVAN,MAKALLÉ,22056040,20,2.0
CHACO,GENERAL GÜEMES,EL ESPINILLO,22063010,0,1.0
CHACO,GENERAL GÜEMES,EL SAUZAL,22063020,2,63.0
CHACO,GENERAL GÜEMES,EL SAUZALITO,22063030,0,1.0
CHACO,GENERAL GÜEMES,EL SAUZALITO,22063030,1,96.0
CHACO,GENERAL GÜEMES,EL SAUZALITO,22063030,3,20.0
CHACO,GENERAL GÜEMES,EL SAUZALITO,22063030,5,4.0
CHACO,GENERAL GÜEMES,FORTÍN LAVALLE,22063040,3,20.0
CHACO,GENERAL GÜEMES,FORTÍN LAVALLE,22063040,4,12.0
CHACO,GENERAL GÜEMES,FORTÍN LAVALLE,22063040,6,4.0
CHACO,GENERAL GÜEMES,FUERTE ESPERANZA,22063050,2,1.0
CHACO,GENERAL GÜEMES,FUERTE ESPERANZA,22063050,5,3.0
CHACO,GENERAL GÜEMES,JUAN JOSÉ CASTELLI,22063060,1,4.0
CHACO,GENERAL GÜEMES,JUAN JOSÉ CASTELLI,22063060,3,236.0
CHACO,GENERAL GÜEMES,JUAN JOSÉ CASTELLI,22063060,4,80.0
CHACO,GENERAL GÜEMES,JUAN JOSÉ CASTELLI,22063060,5,43.0
CHACO,GENERAL GÜEMES,JUAN JOSÉ CASTELLI,22063060,6,84.0
CHACO,GENERAL GÜEMES,JUAN JOSÉ CASTELLI,22063060,10,472.0
CHACO,GENERAL GÜEMES,JUAN JOSÉ CASTELLI,22063060,15,294.0
CHACO,GENERAL GÜEMES,JUAN JOSÉ CASTELLI,22063060,20,3.0
CHACO,GENERAL GÜEMES,MIRAFLORES,22063070,3,300.0
CHACO,GENERAL GÜEMES,MIRAFLORES,22063070,4,3.0
CHACO,GENERAL GÜEMES,MIRAFLORES,22063070,5,2.0
CHACO,GENERAL GÜEMES,MIRAFLORES,22063070,15,162.0
CHACO,GENERAL GÜEMES,MIRAFLORES,22063070,20,228.0
CHACO,GENERAL GÜEMES,MIRAFLORES,22063070,25,7.0
CHACO,GENERAL GÜEMES,MIRAFLORES,22063070,35,6.0
CHACO,GENERAL GÜEMES,MIRAFLORES,22063070,50,4.0
CHACO,GENERAL GÜEMES,NUEVA POMPEYA,22063080,0,3.0
CHACO,GENERAL GÜEMES,NUEVA POMPEYA,22063080,1,1.0
CHACO,GENERAL GÜEMES,NUEVA POMPEYA,22063080,3,308.0
CHACO,GENERAL GÜEMES,NUEVA POMPEYA,22063080,10,2.0
CHACO,GENERAL GÜEMES,VILLA RÍO BERMEJITO,22063100,0,2.0
CHACO,GENERAL GÜEMES,VILLA RÍO BERMEJITO,22063100,3,86.0
CHACO,GENERAL GÜEMES,VILLA RÍO BERMEJITO,22063100,4,49.0
CHACO,GENERAL GÜEMES,VILLA RÍO BERMEJITO,22063100,5,32.0
CHACO,GENERAL GÜEMES,VILLA RÍO BERMEJITO,22063100,6,12.0
CHACO,GENERAL GÜEMES,VILLA RÍO BERMEJITO,22063100,10,198.0
CHACO,GENERAL GÜEMES,WICHI,22063110,1,1.0
CHACO,GENERAL GÜEMES,WICHI,22063110,2,91.0
CHACO,INDEPENDENCIA,AVIA TERAI,22070010,0,1.0
CHACO,INDEPENDENCIA,AVIA TERAI,22070010,1,1.0
CHACO,INDEPENDENCIA,AVIA TERAI,22070010,5,12.0
CHACO,INDEPENDENCIA,AVIA TERAI,22070010,6,2.0
CHACO,INDEPENDENCIA,AVIA TERAI,22070010,10,40.0
CHACO,INDEPENDENCIA,AVIA TERAI,22070010,15,6.0
CHACO,INDEPENDENCIA,AVIA TERAI,22070010,20,2.0
CHACO,INDEPENDENCIA,CAMPO LARGO,22070020,0,3.0
CHACO,INDEPENDENCIA,CAMPO LARGO,22070020,3,3.0
CHACO,INDEPENDENCIA,CAMPO LARGO,22070020,5,12.0
CHACO,INDEPENDENCIA,CAMPO LARGO,22070020,6,14.0
CHACO,INDEPENDENCIA,CAMPO LARGO,22070020,10,49.0
CHACO,INDEPENDENCIA,CAMPO LARGO,22070020,15,6.0
CHACO,INDEPENDENCIA,CAMPO LARGO,22070020,20,4.0
CHACO,INDEPENDENCIA,CAMPO LARGO,22070020,100,450.0
CHACO,LIBERTAD,LAGUNA BLANCA,22077030,0,2.0
CHACO,LIBERTAD,PUERTO TIROL,22077040,1,3.0
CHACO,LIBERTAD,PUERTO TIROL,22077040,2,59.0
CHACO,LIBERTAD,PUERTO TIROL,22077040,3,24.0
CHACO,LIBERTAD,PUERTO TIROL,22077040,5,75.0
CHACO,LIBERTAD,PUERTO TIROL,22077040,6,42.0
CHACO,LIBERTAD,PUERTO TIROL,22077040,10,288.0
CHACO,LIBERTAD,PUERTO TIROL,22077040,15,27.0
CHACO,LIBERTAD,PUERTO TIROL,22077040,20,1.0
CHACO,LIBERTAD,PUERTO TIROL,22077040,30,365.0
CHACO,LIBERTADOR GENERAL SAN MARTÍN,CIERVO PETISO,22084010,0,1.0
CHACO,LIBERTADOR GENERAL SAN MARTÍN,GENERAL JOSÉ DE SAN MARTÍN,22084020,3,113.0
CHACO,LIBERTADOR GENERAL SAN MARTÍN,GENERAL JOSÉ DE SAN MARTÍN,22084020,4,35.0
CHACO,LIBERTADOR GENERAL SAN MARTÍN,GENERAL JOSÉ DE SAN MARTÍN,22084020,5,42.0
CHACO,LIBERTADOR GENERAL SAN MARTÍN,GENERAL JOSÉ DE SAN MARTÍN,22084020,6,13.0
CHACO,LIBERTADOR GENERAL SAN MARTÍN,GENERAL JOSÉ DE SAN MARTÍN,22084020,8,220.0
CHACO,LIBERTADOR GENERAL SAN MARTÍN,GENERAL JOSÉ DE SAN MARTÍN,22084020,10,54.0
CHACO,LIBERTADOR GENERAL SAN MARTÍN,GENERAL JOSÉ DE SAN MARTÍN,22084020,12,77.0
CHACO,LIBERTADOR GENERAL SAN MARTÍN,GENERAL JOSÉ DE SAN MARTÍN,22084020,15,5.0
CHACO,LIBERTADOR GENERAL SAN MARTÍN,GENERAL JOSÉ DE SAN MARTÍN,22084020,20,2.0
CHACO,LIBERTADOR GENERAL SAN MARTÍN,GENERAL JOSÉ DE SAN MARTÍN,22084020,30,1325.0
CHACO,LIBERTADOR GENERAL SAN MARTÍN,GENERAL JOSÉ DE SAN MARTÍN,22084020,50,4053.0
CHACO,LIBERTADOR GENERAL SAN MARTÍN,GENERAL JOSÉ DE SAN MARTÍN,22084020,100,1115.0
CHACO,LIBERTADOR GENERAL SAN MARTÍN,GENERAL JOSÉ DE SAN MARTÍN,22084020,120,18.0
CHACO,LIBERTADOR GENERAL SAN MARTÍN,GENERAL JOSÉ DE SAN MARTÍN,22084020,200,49.0
CHACO,LIBERTADOR GENERAL SAN MARTÍN,GENERAL JOSÉ DE SAN MARTÍN,22084020,250,21.0
CHACO,LIBERTADOR GENERAL SAN MARTÍN,LA EDUVIGIS,22084030,0,1.0
CHACO,LIBERTADOR GENERAL SAN MARTÍN,LAGUNA LIMPIA,22084040,7,32.0
CHACO,LIBERTADOR GENERAL SAN MARTÍN,LAGUNA LIMPIA,22084040,15,57.0
CHACO,LIBERTADOR GENERAL SAN MARTÍN,PAMPA ALMIRÓN,22084050,5,11.0
CHACO,LIBERTADOR GENERAL SAN MARTÍN,PAMPA ALMIRÓN,22084050,15,50.0
CHACO,LIBERTADOR GENERAL SAN MARTÍN,PAMPA DEL INDIO,22084060,0,2.0
CHACO,LIBERTADOR GENERAL SAN MARTÍN,PAMPA DEL INDIO,22084060,3,16.0
CHACO,LIBERTADOR GENERAL SAN MARTÍN,PAMPA DEL INDIO,22084060,4,1.0
CHACO,LIBERTADOR GENERAL SAN MARTÍN,PAMPA DEL INDIO,22084060,5,25.0
CHACO,LIBERTADOR GENERAL SAN MARTÍN,PAMPA DEL INDIO,22084060,10,60.0
CHACO,LIBERTADOR GENERAL SAN MARTÍN,PAMPA DEL INDIO,22084060,15,656.0
CHACO,LIBERTADOR GENERAL SAN MARTÍN,PRESIDENCIA ROCA,22084070,0,2.0
CHACO,LIBERTADOR GENERAL SAN MARTÍN,PRESIDENCIA ROCA,22084070,3,39.0
CHACO,LIBERTADOR GENERAL SAN MARTÍN,PRESIDENCIA ROCA,22084070,4,7.0
CHACO,LIBERTADOR GENERAL SAN MARTÍN,PRESIDENCIA ROCA,22084070,5,12.0
CHACO,LIBERTADOR GENERAL SAN MARTÍN,PRESIDENCIA ROCA,22084070,10,328.0
CHACO,LIBERTADOR GENERAL SAN MARTÍN,PRESIDENCIA ROCA,22084070,15,160.0
CHACO,LIBERTADOR GENERAL SAN MARTÍN,PRESIDENCIA ROCA,22084070,30,3.0
CHACO,MAIPÚ,TRES ISLETAS,22091010,3,31.0
CHACO,MAIPÚ,TRES ISLETAS,22091010,4,3.0
CHACO,MAIPÚ,TRES ISLETAS,22091010,6,25.0
CHACO,MAIPÚ,TRES ISLETAS,22091010,10,129.0
CHACO,MAIPÚ,TRES ISLETAS,22091010,15,45.0
CHACO,MAIPÚ,TRES ISLETAS,22091010,20,17.0
CHACO,MAYOR LUIS J. FONTANA,CORONEL DU GRATY,22098010,0,74.0
CHACO,MAYOR LUIS J. FONTANA,CORONEL DU GRATY,22098010,5,523.0
CHACO,MAYOR LUIS J. FONTANA,CORONEL DU GRATY,22098010,10,206.0
CHACO,MAYOR LUIS J. FONTANA,CORONEL DU GRATY,22098010,15,419.0
CHACO,MAYOR LUIS J. FONTANA,CORONEL DU GRATY,22098010,25,97.0
CHACO,MAYOR LUIS J. FONTANA,ENRIQUE URIÉN,22098020,5,9.0
CHACO,MAYOR LUIS J. FONTANA,VILLA ANGELA,22098030,0,7.0
CHACO,MAYOR LUIS J. FONTANA,VILLA ANGELA,22098030,1,56.0
CHACO,MAYOR LUIS J. FONTANA,VILLA ANGELA,22098030,2,218.0
CHACO,MAYOR LUIS J. FONTANA,VILLA ANGELA,22098030,3,116.0
CHACO,MAYOR LUIS J. FONTANA,VILLA ANGELA,22098030,4,89.0
CHACO,MAYOR LUIS J. FONTANA,VILLA ANGELA,22098030,5,413.0
CHACO,MAYOR LUIS J. FONTANA,VILLA ANGELA,22098030,6,229.0
CHACO,MAYOR LUIS J. FONTANA,VILLA ANGELA,22098030,10,280.0
CHACO,MAYOR LUIS J. FONTANA,VILLA ANGELA,22098030,15,26.0
CHACO,MAYOR LUIS J. FONTANA,VILLA ANGELA,22098030,20,10.0
CHACO,MAYOR LUIS J. FONTANA,VILLA ANGELA,22098030,25,1108.0
CHACO,MAYOR LUIS J. FONTANA,VILLA ANGELA,22098030,50,979.0
CHACO,MAYOR LUIS J. FONTANA,VILLA ANGELA,22098030,100,2062.0
CHACO,MAYOR LUIS J. FONTANA,VILLA ANGELA,22098030,300,872.0
CHACO,MAYOR LUIS J. FONTANA,VILLA ANGELA,22098030,500,2.0
CHACO,MAYOR LUIS J. FONTANA,VILLA ANGELA,22098030,1000,2.0
CHACO,O HIGGINS,LA CLOTILDE,22112010,0,116.0
CHACO,O HIGGINS,LA CLOTILDE,22112010,0,33.0
CHACO,O HIGGINS,LA CLOTILDE,22112010,5,43.0
CHACO,O HIGGINS,LA TIGRA,22112020,0,252.0
CHACO,O HIGGINS,LA TIGRA,22112020,0,1.0
CHACO,O HIGGINS,SAN BERNARDO,22112030,0,38.0
CHACO,O HIGGINS,SAN BERNARDO,22112030,0,3.0
CHACO,O HIGGINS,SAN BERNARDO,22112030,5,12.0
CHACO,O HIGGINS,SAN BERNARDO,22112030,6,147.0
CHACO,OTROS,OTROS,Sin Datos,0,1704.0
CHACO,PRESIDENCIA DE LA PLAZA,PRESIDENCIA DE LA PLAZA,22119010,1,1.0
CHACO,PRESIDENCIA DE LA PLAZA,PRESIDENCIA DE LA PLAZA,22119010,3,2.0
CHACO,PRESIDENCIA DE LA PLAZA,PRESIDENCIA DE LA PLAZA,22119010,5,24.0
CHACO,PRESIDENCIA DE LA PLAZA,PRESIDENCIA DE LA PLAZA,22119010,6,608.0
CHACO,PRESIDENCIA DE LA PLAZA,PRESIDENCIA DE LA PLAZA,22119010,10,77.0
CHACO,PRESIDENCIA DE LA PLAZA,PRESIDENCIA DE LA PLAZA,22119010,15,84.0
CHACO,PRESIDENCIA DE LA PLAZA,PRESIDENCIA DE LA PLAZA,22119010,20,1.0
CHACO,QUITILIPI,QUITILIPI,22133010,1,1.0
CHACO,QUITILIPI,QUITILIPI,22133010,3,123.0
CHACO,QUITILIPI,QUITILIPI,22133010,5,27.0
CHACO,QUITILIPI,QUITILIPI,22133010,6,43.0
CHACO,QUITILIPI,QUITILIPI,22133010,10,338.0
CHACO,QUITILIPI,QUITILIPI,22133010,15,19.0
CHACO,QUITILIPI,QUITILIPI,22133010,20,10.0
CHACO,QUITILIPI,QUITILIPI,22133010,35,1.0
CHACO,QUITILIPI,VILLA EL PALMAR,22133020,10,1.0
CHACO,QUITILIPI,VILLA EL PALMAR,22133020,15,98.0
CHACO,SAN FERNANDO,BARRANQUERAS,22140010,3,130.0
CHACO,SAN FERNANDO,BARRANQUERAS,22140010,5,144.0
CHACO,SAN FERNANDO,BARRANQUERAS,22140010,10,1.0
CHACO,SAN FERNANDO,BARRANQUERAS,22140010,30,1.0
CHACO,SAN FERNANDO,BARRANQUERAS,22140010,50,231.0
CHACO,SAN FERNANDO,BARRANQUERAS,22140010,100,1919.0
CHACO,SAN FERNANDO,BARRANQUERAS,22140010,300,1434.0
CHACO,SAN FERNANDO,BARRANQUERAS,22140010,500,92.0
CHACO,SAN FERNANDO,BARRANQUERAS,22140010,1000,8.0
CHACO,SAN FERNANDO,BASAIL,22140020,0,1.0
CHACO,SAN FERNANDO,BASAIL,22140020,0,1.0
CHACO,SAN FERNANDO,BASAIL,22140020,3,3.0
CHACO,SAN FERNANDO,BASAIL,22140020,6,71.0
CHACO,SAN FERNANDO,BASAIL,22140020,9,1.0
CHACO,SAN FERNANDO,BASAIL,22140020,10,51.0
CHACO,SAN FERNANDO,BASAIL,22140020,15,83.0
CHACO,SAN FERNANDO,BASAIL,22140020,20,3.0
CHACO,SAN FERNANDO,BASAIL,22140020,30,1.0
CHACO,SAN FERNANDO,FONTANA,22140040,5,152.0
CHACO,SAN FERNANDO,FONTANA,22140040,15,656.0
CHACO,SAN FERNANDO,OTROS,Sin Datos,0,3.0
CHACO,SAN FERNANDO,PUERTO VILELAS,22140050,0,1.0
CHACO,SAN FERNANDO,PUERTO VILELAS,22140050,5,1.0
CHACO,SAN FERNANDO,PUERTO VILELAS,22140050,10,1.0
CHACO,SAN FERNANDO,RESISTENCIA,22140060,0,11.0
CHACO,SAN FERNANDO,RESISTENCIA,22140060,0,5.0
CHACO,SAN FERNANDO,RESISTENCIA,22140060,0,1.0
CHACO,SAN FERNANDO,RESISTENCIA,22140060,1,131.0
CHACO,SAN FERNANDO,RESISTENCIA,22140060,2,46.0
CHACO,SAN FERNANDO,RESISTENCIA,22140060,3,213.0
CHACO,SAN FERNANDO,RESISTENCIA,22140060,3,2.0
CHACO,SAN FERNANDO,RESISTENCIA,22140060,5,698.0
CHACO,SAN FERNANDO,RESISTENCIA,22140060,6,488.0
CHACO,SAN FERNANDO,RESISTENCIA,22140060,7,10.0
CHACO,SAN FERNANDO,RESISTENCIA,22140060,8,2.0
CHACO,SAN FERNANDO,RESISTENCIA,22140060,10,1199.0
CHACO,SAN FERNANDO,RESISTENCIA,22140060,15,124.0
CHACO,SAN FERNANDO,RESISTENCIA,22140060,20,698.0
CHACO,SAN FERNANDO,RESISTENCIA,22140060,30,34.0
CHACO,SAN FERNANDO,RESISTENCIA,22140060,50,26156.0
CHACO,SAN FERNANDO,RESISTENCIA,22140060,100,38258.0
CHACO,SAN FERNANDO,RESISTENCIA,22140060,120,605.0
CHACO,SAN FERNANDO,RESISTENCIA,22140060,200,914.0
CHACO,SAN FERNANDO,RESISTENCIA,22140060,250,207.0
CHACO,SAN FERNANDO,RESISTENCIA,22140060,300,17867.0
CHACO,SAN FERNANDO,RESISTENCIA,22140060,500,1155.0
CHACO,SAN FERNANDO,RESISTENCIA,22140060,600,884.0
CHACO,SAN FERNANDO,RESISTENCIA,22140060,1000,141.0
CHACO,SAN LORENZO,SAMUHÚ,22147010,0,1.0
CHACO,SAN LORENZO,VILLA BERTHET,22147020,0,1.0
CHACO,SAN LORENZO,VILLA BERTHET,22147020,5,32.0
CHACO,SAN LORENZO,VILLA BERTHET,22147020,6,351.0
CHACO,SAN LORENZO,VILLA BERTHET,22147020,15,496.0
CHACO,SAN LORENZO,VILLA BERTHET,22147020,20,40.0
CHACO,SAN LORENZO,VILLA BERTHET,22147020,25,6.0
CHACO,SAN LORENZO,VILLA BERTHET,22147020,35,1.0
CHACO,SAN LORENZO,VILLA BERTHET,22147020,50,4.0
CHACO,SARGENTO CABRAL,CAPITÁN SOLARI,22154010,5,41.0
CHACO,SARGENTO CABRAL,COLONIA ELISA,22154020,0,2.0
CHACO,SARGENTO CABRAL,COLONIAS UNIDAS,22154030,7,15.0
CHACO,SARGENTO CABRAL,COLONIAS UNIDAS,22154030,30,394.0
CHACO,SARGENTO CABRAL,LAS GARCITAS,22154050,0,1.0
CHACO,SARGENTO CABRAL,LAS GARCITAS,22154050,7,49.0
CHACO,SARGENTO CABRAL,LAS GARCITAS,22154050,15,126.0
CHACO,TAPENAGÁ,CHARADAI,22161010,0,1.0
CHACO,TAPENAGÁ,CHARADAI,22161010,5,17.0
CHUBUT,BIEDMA,ARROYO VERDE,26007010,0,1.0
CHUBUT,BIEDMA,PUERTO MADRYN,26007020,0,10070.0
CHUBUT,BIEDMA,PUERTO MADRYN,26007020,0,1.0
CHUBUT,BIEDMA,PUERTO MADRYN,26007020,0,136.0
CHUBUT,BIEDMA,PUERTO MADRYN,26007020,1,24.0
CHUBUT,BIEDMA,PUERTO MADRYN,26007020,2,5.0
CHUBUT,BIEDMA,PUERTO MADRYN,26007020,3,2135.0
CHUBUT,BIEDMA,PUERTO MADRYN,26007020,3,1433.0
CHUBUT,BIEDMA,PUERTO MADRYN,26007020,4,1.0
CHUBUT,BIEDMA,PUERTO MADRYN,26007020,5,5.0
CHUBUT,BIEDMA,PUERTO MADRYN,26007020,6,585.0
CHUBUT,BIEDMA,PUERTO MADRYN,26007020,7,41.0
CHUBUT,BIEDMA,PUERTO MADRYN,26007020,8,1270.0
CHUBUT,BIEDMA,PUERTO MADRYN,26007020,10,5214.0
CHUBUT,BIEDMA,PUERTO MADRYN,26007020,12,74.0
CHUBUT,BIEDMA,PUERTO MADRYN,26007020,14,18.0
CHUBUT,BIEDMA,PUERTO MADRYN,26007020,15,1904.0
CHUBUT,BIEDMA,PUERTO MADRYN,26007020,20,31.0
CHUBUT,BIEDMA,PUERTO MADRYN,26007020,24,3003.0
CHUBUT,BIEDMA,PUERTO MADRYN,26007020,25,2800.0
CHUBUT,BIEDMA,PUERTO MADRYN,26007020,30,1742.0
CHUBUT,BIEDMA,PUERTO MADRYN,26007020,50,11967.0
CHUBUT,BIEDMA,PUERTO MADRYN,26007020,100,510.0
CHUBUT,BIEDMA,PUERTO MADRYN,26007020,200,1.0
CHUBUT,BIEDMA,PUERTO MADRYN,26007020,300,36.0
CHUBUT,BIEDMA,PUERTO MADRYN,26007020,999,2.0
CHUBUT,BIEDMA,PUERTO PIRÁMIDE,26007030,0,1.0
CHUBUT,BIEDMA,PUERTO PIRÁMIDE,26007030,6,2.0
CHUBUT,BIEDMA,PUERTO PIRÁMIDE,26007030,10,104.0
CHUBUT,BIEDMA,QUINTA EL MIRADOR,26007040,3,14.0
CHUBUT,BIEDMA,QUINTA EL MIRADOR,26007040,6,7.0
CHUBUT,BIEDMA,QUINTA EL MIRADOR,26007040,10,1.0
CHUBUT,BIEDMA,RESERVA AREA PROTEGIDA EL DORADILLO,26007050,3,115.0
CHUBUT,BIEDMA,RESERVA AREA PROTEGIDA EL DORADILLO,26007050,6,11.0
CHUBUT,BIEDMA,RESERVA AREA PROTEGIDA EL DORADILLO,26007050,10,1.0
CHUBUT,CUSHAMEN,CHOLILA,26014020,0,1.0
CHUBUT,CUSHAMEN,EL HOYO,26014040,1,1.0
CHUBUT,CUSHAMEN,EL HOYO,26014040,2,18.0
CHUBUT,CUSHAMEN,EL HOYO,26014040,3,680.0
CHUBUT,CUSHAMEN,EL HOYO,26014040,4,11.0
CHUBUT,CUSHAMEN,EL HOYO,26014040,6,643.0
CHUBUT,CUSHAMEN,EL HOYO,26014040,12,82.0
CHUBUT,CUSHAMEN,EL HOYO,26014040,20,41.0
CHUBUT,CUSHAMEN,EL HOYO,26014040,40,20.0
CHUBUT,CUSHAMEN,EL HOYO,26014040,60,1.0
CHUBUT,CUSHAMEN,EPUYÉN,26014060,10,1184.0
CHUBUT,CUSHAMEN,GUALJAINA,26014070,0,2.0
CHUBUT,CUSHAMEN,LAGO PUELO,26014090,0,95.0
CHUBUT,CUSHAMEN,LAGO PUELO,26014090,0,4.0
CHUBUT,CUSHAMEN,LAGO PUELO,26014090,1,91.0
CHUBUT,CUSHAMEN,LAGO PUELO,26014090,2,26.0
CHUBUT,CUSHAMEN,LAGO PUELO,26014090,3,346.0
CHUBUT,CUSHAMEN,LAGO PUELO,26014090,3,137.0
CHUBUT,CUSHAMEN,LAGO PUELO,26014090,4,3.0
CHUBUT,CUSHAMEN,LAGO PUELO,26014090,6,236.0
CHUBUT,CUSHAMEN,LAGO PUELO,26014090,8,38.0
CHUBUT,CUSHAMEN,LAGO PUELO,26014090,12,33.0
CHUBUT,CUSHAMEN,LAGO PUELO,26014090,15,147.0
CHUBUT,CUSHAMEN,LAGO PUELO,26014090,20,15.0
CHUBUT,CUSHAMEN,LAGO PUELO,26014090,40,8.0
CHUBUT,CUSHAMEN,LAGO PUELO,26014090,60,1.0
CHUBUT,CUSHAMEN,LELEQUE,26014100,0,1.0
CHUBUT,CUSHAMEN,LELEQUE,26014100,1,1.0
CHUBUT,ESCALANTE,ACCESO NORTE,26021020,0,9.0
CHUBUT,ESCALANTE,ACCESO NORTE,26021020,0,2.0
CHUBUT,ESCALANTE,ACCESO NORTE,26021020,1,46.0
CHUBUT,ESCALANTE,ACCESO NORTE,26021020,2,7.0
CHUBUT,ESCALANTE,ACCESO NORTE,26021020,3,4.0
CHUBUT,ESCALANTE,ACCESO NORTE,26021020,4,4.0
CHUBUT,ESCALANTE,ACCESO NORTE,26021020,5,2.0
CHUBUT,ESCALANTE,ACCESO NORTE,26021020,6,4.0
CHUBUT,ESCALANTE,ACCESO NORTE,26021020,8,1.0
CHUBUT,ESCALANTE,ACCESO NORTE,26021020,10,3.0
CHUBUT,ESCALANTE,ACCESO NORTE,26021020,12,3.0
CHUBUT,ESCALANTE,ACCESO NORTE,26021020,13,2.0
CHUBUT,ESCALANTE,ACCESO NORTE,26021020,18,1.0
CHUBUT,ESCALANTE,ACCESO NORTE,26021020,20,2.0
CHUBUT,ESCALANTE,ACCESO NORTE,26021020,41,1.0
CHUBUT,ESCALANTE,ACCESO NORTE,26021020,102,5.0
CHUBUT,ESCALANTE,COMODORO RIVADAVIA,26021030,0,561.0
CHUBUT,ESCALANTE,COMODORO RIVADAVIA,26021030,0,10.0
CHUBUT,ESCALANTE,COMODORO RIVADAVIA,26021030,0,32.0
CHUBUT,ESCALANTE,COMODORO RIVADAVIA,26021030,0,468.0
CHUBUT,ESCALANTE,COMODORO RIVADAVIA,26021030,1,70.0
CHUBUT,ESCALANTE,COMODORO RIVADAVIA,26021030,2,882.0
CHUBUT,ESCALANTE,COMODORO RIVADAVIA,26021030,3,947.0
CHUBUT,ESCALANTE,COMODORO RIVADAVIA,26021030,3,4893.0
CHUBUT,ESCALANTE,COMODORO RIVADAVIA,26021030,4,3057.0
CHUBUT,ESCALANTE,COMODORO RIVADAVIA,26021030,5,12.0
CHUBUT,ESCALANTE,COMODORO RIVADAVIA,26021030,6,11615.0
CHUBUT,ESCALANTE,COMODORO RIVADAVIA,26021030,7,17.0
CHUBUT,ESCALANTE,COMODORO RIVADAVIA,26021030,8,5661.0
CHUBUT,ESCALANTE,COMODORO RIVADAVIA,26021030,9,16.0
CHUBUT,ESCALANTE,COMODORO RIVADAVIA,26021030,10,476.0
CHUBUT,ESCALANTE,COMODORO RIVADAVIA,26021030,12,3614.0
CHUBUT,ESCALANTE,COMODORO RIVADAVIA,26021030,14,18.0
CHUBUT,ESCALANTE,COMODORO RIVADAVIA,26021030,15,6219.0
CHUBUT,ESCALANTE,COMODORO RIVADAVIA,26021030,20,450.0
CHUBUT,ESCALANTE,COMODORO RIVADAVIA,26021030,24,4525.0
CHUBUT,ESCALANTE,COMODORO RIVADAVIA,26021030,25,930.0
CHUBUT,ESCALANTE,COMODORO RIVADAVIA,26021030,30,2405.0
CHUBUT,ESCALANTE,COMODORO RIVADAVIA,26021030,50,8181.0
CHUBUT,ESCALANTE,COMODORO RIVADAVIA,26021030,100,772.0
CHUBUT,ESCALANTE,COMODORO RIVADAVIA,26021030,300,184.0
CHUBUT,ESCALANTE,COMODORO RIVADAVIA,26021030,500,5.0
CHUBUT,ESCALANTE,COMODORO RIVADAVIA,26021030,600,43.0
CHUBUT,ESCALANTE,DIADEMA ARGENTINA,26021040,2,30.0
CHUBUT,ESCALANTE,DIADEMA ARGENTINA,26021040,3,10.0
CHUBUT,ESCALANTE,DIADEMA ARGENTINA,26021040,6,132.0
CHUBUT,ESCALANTE,DIADEMA ARGENTINA,26021040,15,9.0
CHUBUT,ESCALANTE,DIADEMA ARGENTINA,26021040,30,147.0
CHUBUT,ESCALANTE,RADA TILLY,26021050,0,1.0
CHUBUT,ESCALANTE,RADA TILLY,26021050,0,18.0
CHUBUT,ESCALANTE,RADA TILLY,26021050,1,11.0
CHUBUT,ESCALANTE,RADA TILLY,26021050,2,8.0
CHUBUT,ESCALANTE,RADA TILLY,26021050,3,32.0
CHUBUT,ESCALANTE,RADA TILLY,26021050,3,198.0
CHUBUT,ESCALANTE,RADA TILLY,26021050,6,176.0
CHUBUT,ESCALANTE,RADA TILLY,26021050,7,18.0
CHUBUT,ESCALANTE,RADA TILLY,26021050,8,459.0
CHUBUT,ESCALANTE,RADA TILLY,26021050,10,1111.0
CHUBUT,ESCALANTE,RADA TILLY,26021050,14,20.0
CHUBUT,ESCALANTE,RADA TILLY,26021050,15,544.0
CHUBUT,ESCALANTE,RADA TILLY,26021050,25,121.0
CHUBUT,ESCALANTE,RADA TILLY,26021050,30,57.0
CHUBUT,FLORENTINO AMEGHINO,CAMARONES,26028010,0,1.0
CHUBUT,FLORENTINO AMEGHINO,CAMARONES,26028010,1,11.0
CHUBUT,FLORENTINO AMEGHINO,CAMARONES,26028010,3,192.0
CHUBUT,FLORENTINO AMEGHINO,CAMARONES,26028010,5,5.0
CHUBUT,FLORENTINO AMEGHINO,GARAYALDE,26028020,0,1.0
CHUBUT,FLORENTINO AMEGHINO,GARAYALDE,26028020,3,1.0
CHUBUT,FLORENTINO AMEGHINO,GARAYALDE,26028020,5,1.0
CHUBUT,FUTALEUFÚ,ALDEA ESCOLAR,26035010,1,1.0
CHUBUT,FUTALEUFÚ,ALDEA ESCOLAR,26035010,4,1.0
CHUBUT,FUTALEUFÚ,CORCOVADO,26035020,0,2.0
CHUBUT,FUTALEUFÚ,ESQUEL,26035030,0,1.0
CHUBUT,FUTALEUFÚ,ESQUEL,26035030,0,4.0
CHUBUT,FUTALEUFÚ,ESQUEL,26035030,0,2.0
CHUBUT,FUTALEUFÚ,ESQUEL,26035030,0,42.0
CHUBUT,FUTALEUFÚ,ESQUEL,26035030,1,1.0
