Provincia,Partido,Localidad,Link Indec,Velocidad (Mbps),Accesos
CATAMARCA,SANTA MARÍA,SANTA MARÍA,10091150,6.0,5.0
CATAMARCA,SANTA MARÍA,SANTA MARÍA,10091150,15.0,779.0
CATAMARCA,SANTA MARÍA,SANTA MARÍA,10091150,25.0,41.0
CATAMARCA,SANTA MARÍA,SANTA MARÍA,10091150,50.0,3.0
CATAMARCA,SANTA ROSA,ALIJILÁN,10098010,0.5,1.0
CATAMARCA,SANTA ROSA,ALIJILÁN,10098010,0.512,1.0
CATAMARCA,SANTA ROSA,BAÑADO DE OVANTA,10098020,0.512,1.0
CATAMARCA,SANTA ROSA,LAVALLE,10098040,0.5,1.0
CATAMARCA,SANTA ROSA,LOS ALTOS,10098050,0.512,1.0
CATAMARCA,SANTA ROSA,LOS ALTOS,10098050,3.0,6.0
CATAMARCA,TINOGASTA,FIAMBALÁ,10105110,0.512,1.0
CATAMARCA,TINOGASTA,FIAMBALÁ,10105110,6.0,8.0
CATAMARCA,TINOGASTA,FIAMBALÁ,10105110,20.0,1.0
CATAMARCA,TINOGASTA,FIAMBALÁ,10105110,30.0,7.0
CATAMARCA,TINOGASTA,TINOGASTA,10105180,0.5,1.0
CATAMARCA,TINOGASTA,TINOGASTA,10105180,0.512,1.0
CATAMARCA,TINOGASTA,TINOGASTA,10105180,3.0,10.0
CATAMARCA,TINOGASTA,TINOGASTA,10105180,6.0,65.0
CATAMARCA,TINOGASTA,TINOGASTA,10105180,10.0,1165.0
CATAMARCA,TINOGASTA,TINOGASTA,10105180,15.0,32.0
CATAMARCA,TINOGASTA,TINOGASTA,10105180,20.0,865.0
CATAMARCA,TINOGASTA,TINOGASTA,10105180,30.0,109.0
CATAMARCA,VALLE VIEJO,EL BAÑADO,10112030,30.0,3.0
CATAMARCA,VALLE VIEJO,EL BAÑADO,10112030,50.0,2.0
CATAMARCA,VALLE VIEJO,EL BAÑADO,10112030,100.0,1.0
CATAMARCA,VALLE VIEJO,EL BAÑADO,10112030,200.0,1.0
CATAMARCA,VALLE VIEJO,EL PORTEZUELO,10112010,0.5,5.0
CATAMARCA,VALLE VIEJO,EL PORTEZUELO,10112010,0.512,1.0
CATAMARCA,VALLE VIEJO,POLCOS,10112030,30.0,55.0
CATAMARCA,VALLE VIEJO,POLCOS,10112030,50.0,107.0
CATAMARCA,VALLE VIEJO,POLCOS,10112030,100.0,47.0
CATAMARCA,VALLE VIEJO,POLCOS,10112030,200.0,4.0
CATAMARCA,VALLE VIEJO,POZO DEL MISTOL,10112030,30.0,1.0
CATAMARCA,VALLE VIEJO,POZO DEL MISTOL,10112030,50.0,15.0
CATAMARCA,VALLE VIEJO,POZO DEL MISTOL,10112030,100.0,2.0
CATAMARCA,VALLE VIEJO,SAN ISIDRO,10112040,3.0,5.0
CATAMARCA,VALLE VIEJO,SAN ISIDRO,10112040,10.0,163.0
CATAMARCA,VALLE VIEJO,SAN ISIDRO,10112040,20.0,221.0
CATAMARCA,VALLE VIEJO,SAN ISIDRO,10112040,30.0,169.0
CATAMARCA,VALLE VIEJO,SAN ISIDRO,10112040,50.0,1140.0
CATAMARCA,VALLE VIEJO,SAN ISIDRO,10112040,100.0,686.0
CATAMARCA,VALLE VIEJO,SAN ISIDRO,10112040,200.0,4.0
CATAMARCA,VALLE VIEJO,SAN ISIDRO,10112040,300.0,146.0
CATAMARCA,VALLE VIEJO,SAN ISIDRO,10112040,500.0,1.0
CATAMARCA,VALLE VIEJO,SAN ISIDRO,10112040,600.0,13.0
CATAMARCA,VALLE VIEJO,SANTA ROSA,10112030,3.0,5.0
CATAMARCA,VALLE VIEJO,SANTA ROSA,10112030,30.0,205.0
CATAMARCA,VALLE VIEJO,SANTA ROSA,10112030,50.0,353.0
CATAMARCA,VALLE VIEJO,SANTA ROSA,10112030,100.0,175.0
CATAMARCA,VALLE VIEJO,SANTA ROSA,10112030,200.0,26.0
CATAMARCA,VALLE VIEJO,SUMALAO,10112030,1.0,5.0
CATAMARCA,VALLE VIEJO,SUMALAO,10112030,50.0,1.0
CATAMARCA,VALLE VIEJO,VILLA DOLORES,10112030,3.0,5.0
CATAMARCA,VALLE VIEJO,VILLA DOLORES,10112030,30.0,19.0
CATAMARCA,VALLE VIEJO,VILLA DOLORES,10112030,50.0,54.0
CATAMARCA,VALLE VIEJO,VILLA DOLORES,10112030,100.0,24.0
CATAMARCA,VALLE VIEJO,VILLA DOLORES,10112030,200.0,6.0
CHACO,12 DE OCTUBRE,GANCEDO,22036010,0.5,2.0
CHACO,12 DE OCTUBRE,GANCEDO,22036010,5.0,12.0
CHACO,12 DE OCTUBRE,GANCEDO,22036010,10.0,119.0
CHACO,12 DE OCTUBRE,GENERAL CAPDEVILA,22036020,10.0,35.0
CHACO,12 DE OCTUBRE,GENERAL PINEDO,22036030,0.5,2.0
CHACO,12 DE OCTUBRE,GENERAL PINEDO,22036030,1.0,1.0
CHACO,12 DE OCTUBRE,GENERAL PINEDO,22036030,3.0,4.0
CHACO,12 DE OCTUBRE,GENERAL PINEDO,22036030,5.0,135.0
CHACO,12 DE OCTUBRE,GENERAL PINEDO,22036030,6.0,15.0
CHACO,12 DE OCTUBRE,GENERAL PINEDO,22036030,10.0,277.0
CHACO,12 DE OCTUBRE,GENERAL PINEDO,22036030,15.0,6.0
CHACO,12 DE OCTUBRE,GENERAL PINEDO,22036030,20.0,2.0
CHACO,12 DE OCTUBRE,GENERAL PINEDO,22036030,25.0,144.0
CHACO,12 DE OCTUBRE,GENERAL PINEDO,22036030,30.0,155.0
CHACO,12 DE OCTUBRE,MESÓN DE FIERRO,22036040,10.0,21.0
CHACO,1º DE MAYO,COLONIA BENÍTEZ,22126020,0.5,1.0
CHACO,1º DE MAYO,COLONIA BENÍTEZ,22126020,1.0,1.0
CHACO,1º DE MAYO,COLONIA BENÍTEZ,22126020,2.0,1.0
CHACO,1º DE MAYO,COLONIA BENÍTEZ,22126020,3.0,2.0
CHACO,1º DE MAYO,COLONIA BENÍTEZ,22126020,5.0,8.0
CHACO,1º DE MAYO,COLONIA BENÍTEZ,22126020,6.0,10.0
CHACO,1º DE MAYO,COLONIA BENÍTEZ,22126020,10.0,79.0
CHACO,1º DE MAYO,COLONIA BENÍTEZ,22126020,15.0,14.0
CHACO,1º DE MAYO,COLONIA BENÍTEZ,22126020,20.0,1.0
CHACO,1º DE MAYO,MARGARITA BELÉN,22126030,1.0,1.0
CHACO,1º DE MAYO,MARGARITA BELÉN,22126030,3.0,37.0
CHACO,1º DE MAYO,MARGARITA BELÉN,22126030,3.5,35.0
CHACO,1º DE MAYO,MARGARITA BELÉN,22126030,4.0,7.0
CHACO,1º DE MAYO,MARGARITA BELÉN,22126030,6.0,15.0
CHACO,1º DE MAYO,MARGARITA BELÉN,22126030,10.0,161.0
CHACO,1º DE MAYO,MARGARITA BELÉN,22126030,15.0,11.0
CHACO,1º DE MAYO,MARGARITA BELÉN,22126030,20.0,1.0
CHACO,1º DE MAYO,MARGARITA BELÉN,22126030,30.0,325.0
CHACO,2 DE ABRIL,HERMOSO CAMPO,22039010,0.5,29.0
CHACO,2 DE ABRIL,HERMOSO CAMPO,22039010,5.0,35.0
CHACO,2 DE ABRIL,HERMOSO CAMPO,22039010,10.0,113.0
CHACO,2 DE ABRIL,HERMOSO CAMPO,22039010,30.0,74.0
CHACO,2 DE ABRIL,ITÍN,22039020,8.0,478.0
CHACO,2 DE ABRIL,ITÍN,22039020,10.0,36.0
CHACO,2 DE ABRIL,ITÍN,22039020,30.0,16.0
CHACO,25 DE MAYO,COLONIA ABORIGEN,22168010,15.0,59.0
CHACO,25 DE MAYO,MACHAGAI,22168020,1.0,1.0
CHACO,25 DE MAYO,MACHAGAI,22168020,3.0,2.0
CHACO,25 DE MAYO,MACHAGAI,22168020,5.0,26.0
CHACO,25 DE MAYO,MACHAGAI,22168020,6.0,1093.0
CHACO,25 DE MAYO,MACHAGAI,22168020,10.0,140.0
CHACO,25 DE MAYO,MACHAGAI,22168020,15.0,239.0
CHACO,25 DE MAYO,MACHAGAI,22168020,20.0,10.0
CHACO,25 DE MAYO,MACHAGAI,22168020,25.0,1.0
CHACO,25 DE MAYO,MACHAGAI,22168020,35.0,1.0
CHACO,25 DE MAYO,MACHAGAI,22168020,50.0,3.0
CHACO,9 DE JULIO,LAS BREÑAS,22105010,0.5,1.0
CHACO,9 DE JULIO,LAS BREÑAS,22105010,1.0,4.0
CHACO,9 DE JULIO,LAS BREÑAS,22105010,3.0,22.0
CHACO,9 DE JULIO,LAS BREÑAS,22105010,5.0,140.0
CHACO,9 DE JULIO,LAS BREÑAS,22105010,6.0,131.0
CHACO,9 DE JULIO,LAS BREÑAS,22105010,10.0,489.0
CHACO,9 DE JULIO,LAS BREÑAS,22105010,15.0,31.0
CHACO,9 DE JULIO,LAS BREÑAS,22105010,20.0,3.0
CHACO,9 DE JULIO,LAS BREÑAS,22105010,25.0,83.0
CHACO,ALMIRANTE BROWN,CONCEPCIÓN DEL BERMEJO,22007010,0.5,2.0
CHACO,ALMIRANTE BROWN,CONCEPCIÓN DEL BERMEJO,22007010,5.0,254.0
CHACO,ALMIRANTE BROWN,CONCEPCIÓN DEL BERMEJO,22007010,10.0,3.0
CHACO,ALMIRANTE BROWN,CONCEPCIÓN DEL BERMEJO,22007010,15.0,3.0
CHACO,ALMIRANTE BROWN,CONCEPCIÓN DEL BERMEJO,22007010,20.0,3.0
CHACO,ALMIRANTE BROWN,CONCEPCIÓN DEL BERMEJO,22007010,25.0,3.0
CHACO,ALMIRANTE BROWN,CONCEPCIÓN DEL BERMEJO,22007010,30.0,3.0
CHACO,ALMIRANTE BROWN,LOS FRENTONES,22007020,0.5,1.0
CHACO,ALMIRANTE BROWN,LOS FRENTONES,22007020,5.0,293.0
CHACO,ALMIRANTE BROWN,LOS FRENTONES,22007020,10.0,38.0
CHACO,ALMIRANTE BROWN,LOS FRENTONES,22007020,15.0,11.0
CHACO,ALMIRANTE BROWN,PAMPA DEL INFIERNO,22007030,0.5,4.0
CHACO,ALMIRANTE BROWN,PAMPA DEL INFIERNO,22007030,1.0,1.0
CHACO,ALMIRANTE BROWN,PAMPA DEL INFIERNO,22007030,5.0,1208.0
CHACO,ALMIRANTE BROWN,PAMPA DEL INFIERNO,22007030,10.0,215.0
CHACO,ALMIRANTE BROWN,PAMPA DEL INFIERNO,22007030,15.0,97.0
CHACO,ALMIRANTE BROWN,PAMPA DEL INFIERNO,22007030,20.0,25.0
CHACO,ALMIRANTE BROWN,TACO POZO,22007050,0.5,2.0
CHACO,ALMIRANTE BROWN,TACO POZO,22007050,0.512,1.0
CHACO,ALMIRANTE BROWN,TACO POZO,22007050,5.0,49.0
CHACO,ALMIRANTE BROWN,TACO POZO,22007050,10.0,199.0
CHACO,ALMIRANTE BROWN,TACO POZO,22007050,12.0,60.0
CHACO,ALMIRANTE BROWN,TACO POZO,22007050,15.0,56.0
CHACO,BERMEJO,GENERAL VEDIA,22014010,0.5,1.0
CHACO,BERMEJO,GENERAL VEDIA,22014010,3.0,113.0
CHACO,BERMEJO,GENERAL VEDIA,22014010,4.0,18.0
CHACO,BERMEJO,GENERAL VEDIA,22014010,5.0,30.0
CHACO,BERMEJO,GENERAL VEDIA,22014010,6.0,11.0
CHACO,BERMEJO,GENERAL VEDIA,22014010,10.0,74.0
CHACO,BERMEJO,GENERAL VEDIA,22014010,15.0,2.0
CHACO,BERMEJO,ISLA DEL CERRITO,22014020,0.5,1.0
CHACO,BERMEJO,LA LEONESA,22014030,1.0,5.0
CHACO,BERMEJO,LA LEONESA,22014030,3.0,213.0
CHACO,BERMEJO,LA LEONESA,22014030,4.0,26.0
CHACO,BERMEJO,LA LEONESA,22014030,6.0,32.0
CHACO,BERMEJO,LA LEONESA,22014030,10.0,278.0
CHACO,BERMEJO,LA LEONESA,22014030,15.0,16.0
CHACO,BERMEJO,LA LEONESA,22014030,20.0,11.0
CHACO,BERMEJO,LAS PALMAS,22014040,0.5,1.0
CHACO,BERMEJO,LAS PALMAS,22014040,3.0,222.0
CHACO,BERMEJO,LAS PALMAS,22014040,4.0,48.0
CHACO,BERMEJO,LAS PALMAS,22014040,6.0,8.0
CHACO,BERMEJO,PUERTO BERMEJO NUEVO,22014050,3.0,40.0
CHACO,BERMEJO,PUERTO BERMEJO NUEVO,22014050,4.0,7.0
CHACO,BERMEJO,PUERTO BERMEJO NUEVO,22014050,5.0,10.0
CHACO,BERMEJO,PUERTO BERMEJO NUEVO,22014050,6.0,4.0
CHACO,BERMEJO,PUERTO EVA PERÓN,22014070,0.5,1.0
CHACO,BERMEJO,PUERTO EVA PERÓN,22014070,3.0,41.0
CHACO,BERMEJO,PUERTO EVA PERÓN,22014070,5.0,13.0
CHACO,CHACABUCO,CHARATA,22028010,0.5,2.0
CHACO,CHACABUCO,CHARATA,22028010,1.0,9.0
CHACO,CHACABUCO,CHARATA,22028010,3.0,292.0
CHACO,CHACABUCO,CHARATA,22028010,5.0,524.0
CHACO,CHACABUCO,CHARATA,22028010,6.0,167.0
CHACO,CHACABUCO,CHARATA,22028010,10.0,840.0
CHACO,CHACABUCO,CHARATA,22028010,15.0,38.0
CHACO,CHACABUCO,CHARATA,22028010,20.0,14.0
CHACO,CHACABUCO,CHARATA,22028010,25.0,1268.0
CHACO,CHACABUCO,CHARATA,22028010,30.0,207.0
CHACO,CHACABUCO,CHARATA,22028010,50.0,917.0
CHACO,CHACABUCO,CHARATA,22028010,100.0,472.0
CHACO,COMANDANTE FERNÁNDEZ,PRESIDENCIA ROQUE SÁENZ PEÑA,22021010,0.0,41.0
CHACO,COMANDANTE FERNÁNDEZ,PRESIDENCIA ROQUE SÁENZ PEÑA,22021010,0.5,2.0
CHACO,COMANDANTE FERNÁNDEZ,PRESIDENCIA ROQUE SÁENZ PEÑA,22021010,1.0,29.0
CHACO,COMANDANTE FERNÁNDEZ,PRESIDENCIA ROQUE SÁENZ PEÑA,22021010,3.0,108.0
CHACO,COMANDANTE FERNÁNDEZ,PRESIDENCIA ROQUE SÁENZ PEÑA,22021010,5.0,300.0
CHACO,COMANDANTE FERNÁNDEZ,PRESIDENCIA ROQUE SÁENZ PEÑA,22021010,6.0,208.0
CHACO,COMANDANTE FERNÁNDEZ,PRESIDENCIA ROQUE SÁENZ PEÑA,22021010,10.0,537.0
CHACO,COMANDANTE FERNÁNDEZ,PRESIDENCIA ROQUE SÁENZ PEÑA,22021010,15.0,39.0
CHACO,COMANDANTE FERNÁNDEZ,PRESIDENCIA ROQUE SÁENZ PEÑA,22021010,20.0,514.0
CHACO,COMANDANTE FERNÁNDEZ,PRESIDENCIA ROQUE SÁENZ PEÑA,22021010,25.0,802.0
CHACO,COMANDANTE FERNÁNDEZ,PRESIDENCIA ROQUE SÁENZ PEÑA,22021010,30.0,30.0
CHACO,COMANDANTE FERNÁNDEZ,PRESIDENCIA ROQUE SÁENZ PEÑA,22021010,50.0,483.0
CHACO,COMANDANTE FERNÁNDEZ,PRESIDENCIA ROQUE SÁENZ PEÑA,22021010,100.0,3010.0
CHACO,COMANDANTE FERNÁNDEZ,PRESIDENCIA ROQUE SÁENZ PEÑA,22021010,300.0,3121.0
CHACO,COMANDANTE FERNÁNDEZ,PRESIDENCIA ROQUE SÁENZ PEÑA,22021010,500.0,147.0
CHACO,COMANDANTE FERNÁNDEZ,PRESIDENCIA ROQUE SÁENZ PEÑA,22021010,1000.0,13.0
CHACO,FRAY JUSTO SANTA MARÍA DE ORO,CHOROTIS,22043010,0.0,25.0
CHACO,FRAY JUSTO SANTA MARÍA DE ORO,OTROS,Sin Datos,0.0,60.0
CHACO,FRAY JUSTO SANTA MARÍA DE ORO,SANTA SYLVINA,22043020,0.0,950.0
CHACO,FRAY JUSTO SANTA MARÍA DE ORO,SANTA SYLVINA,22043020,0.5,33.0
CHACO,GENERAL BELGRANO,CORZUELA,22049010,0.5,1.0
CHACO,GENERAL BELGRANO,CORZUELA,22049010,1.0,1.0
CHACO,GENERAL BELGRANO,CORZUELA,22049010,3.0,2.0
CHACO,GENERAL BELGRANO,CORZUELA,22049010,5.0,171.0
CHACO,GENERAL BELGRANO,CORZUELA,22049010,6.0,5.0
CHACO,GENERAL BELGRANO,CORZUELA,22049010,10.0,52.0
CHACO,GENERAL BELGRANO,CORZUELA,22049010,15.0,8.0
CHACO,GENERAL DONOVAN,LA ESCONDIDA,22056010,0.5,2.0
CHACO,GENERAL DONOVAN,LA ESCONDIDA,22056010,3.0,1.0
CHACO,GENERAL DONOVAN,LA ESCONDIDA,22056010,6.0,315.0
CHACO,GENERAL DONOVAN,LA ESCONDIDA,22056010,10.0,24.0
CHACO,GENERAL DONOVAN,LA ESCONDIDA,22056010,15.0,146.0
CHACO,GENERAL DONOVAN,LA ESCONDIDA,22056010,20.0,19.0
CHACO,GENERAL DONOVAN,LA ESCONDIDA,22056010,25.0,10.0
CHACO,GENERAL DONOVAN,LA ESCONDIDA,22056010,35.0,4.0
CHACO,GENERAL DONOVAN,LA ESCONDIDA,22056010,50.0,4.0
CHACO,GENERAL DONOVAN,LA VERDE,22056020,0.5,2.0
CHACO,GENERAL DONOVAN,LA VERDE,22056020,2.0,300.0
CHACO,GENERAL DONOVAN,LA VERDE,22056020,3.0,5.0
CHACO,GENERAL DONOVAN,LA VERDE,22056020,5.0,8.0
CHACO,GENERAL DONOVAN,LA VERDE,22056020,6.0,142.0
CHACO,GENERAL DONOVAN,LA VERDE,22056020,10.0,4.0
CHACO,GENERAL DONOVAN,LA VERDE,22056020,15.0,12.0
CHACO,GENERAL DONOVAN,LA VERDE,22056020,20.0,23.0
CHACO,GENERAL DONOVAN,LA VERDE,22056020,35.0,1.0
CHACO,GENERAL DONOVAN,LA VERDE,22056020,50.0,3.0
CHACO,GENERAL DONOVAN,LAPACHITO,22056030,1.0,1.0
CHACO,GENERAL DONOVAN,LAPACHITO,22056030,6.0,90.0
CHACO,GENERAL DONOVAN,LAPACHITO,22056030,15.0,17.0
CHACO,GENERAL DONOVAN,LAPACHITO,22056030,20.0,18.0
CHACO,GENERAL DONOVAN,LAPACHITO,22056030,25.0,3.0
CHACO,GENERAL DONOVAN,LAPACHITO,22056030,35.0,5.0
CHACO,GENERAL DONOVAN,LAPACHITO,22056030,50.0,2.0
CHACO,GENERAL DONOVAN,MAKALLÉ,22056040,0.5,1.0
CHACO,GENERAL DONOVAN,MAKALLÉ,22056040,6.0,502.0
CHACO,GENERAL DONOVAN,MAKALLÉ,22056040,10.0,21.0
CHACO,GENERAL DONOVAN,MAKALLÉ,22056040,15.0,2.0
CHACO,GENERAL DONOVAN,MAKALLÉ,22056040,20.0,2.0
CHACO,GENERAL GÜEMES,EL ESPINILLO,22063010,0.5,1.0
CHACO,GENERAL GÜEMES,EL SAUZAL,22063020,2.0,63.0
CHACO,GENERAL GÜEMES,EL SAUZALITO,22063030,0.5,1.0
CHACO,GENERAL GÜEMES,EL SAUZALITO,22063030,1.0,96.0
CHACO,GENERAL GÜEMES,EL SAUZALITO,22063030,3.0,20.0
CHACO,GENERAL GÜEMES,EL SAUZALITO,22063030,5.0,4.0
CHACO,GENERAL GÜEMES,FORTÍN LAVALLE,22063040,3.0,20.0
CHACO,GENERAL GÜEMES,FORTÍN LAVALLE,22063040,4.0,12.0
CHACO,GENERAL GÜEMES,FORTÍN LAVALLE,22063040,6.0,4.0
CHACO,GENERAL GÜEMES,FUERTE ESPERANZA,22063050,2.0,1.0
CHACO,GENERAL GÜEMES,FUERTE ESPERANZA,22063050,5.0,3.0
CHACO,GENERAL GÜEMES,JUAN JOSÉ CASTELLI,22063060,1.0,4.0
CHACO,GENERAL GÜEMES,JUAN JOSÉ CASTELLI,22063060,3.0,236.0
CHACO,GENERAL GÜEMES,JUAN JOSÉ CASTELLI,22063060,4.0,80.0
CHACO,GENERAL GÜEMES,JUAN JOSÉ CASTELLI,22063060,5.0,43.0
CHACO,GENERAL GÜEMES,JUAN JOSÉ CASTELLI,22063060,6.0,84.0
CHACO,GENERAL GÜEMES,JUAN JOSÉ CASTELLI,22063060,10.0,472.0
CHACO,GENERAL GÜEMES,JUAN JOSÉ CASTELLI,22063060,15.0,294.0
CHACO,GENERAL GÜEMES,JUAN JOSÉ CASTELLI,22063060,20.0,3.0
CHACO,GENERAL GÜEMES,MIRAFLORES,22063070,3.0,300.0
CHACO,GENERAL GÜEMES,MIRAFLORES,22063070,4.0,3.0
CHACO,GENERAL GÜEMES,MIRAFLORES,22063070,5.0,2.0
CHACO,GENERAL GÜEMES,MIRAFLORES,22063070,15.0,162.0
CHACO,GENERAL GÜEMES,MIRAFLORES,22063070,20.0,228.0
CHACO,GENERAL GÜEMES,MIRAFLORES,22063070,25.0,7.0
CHACO,GENERAL GÜEMES,MIRAFLORES,22063070,35.0,6.0
CHACO,GENERAL GÜEMES,MIRAFLORES,22063070,50.0,4.0
CHACO,GENERAL GÜEMES,NUEVA POMPEYA,22063080,0.5,3.0
CHACO,GENERAL GÜEMES,NUEVA POMPEYA,22063080,1.0,1.0
CHACO,GENERAL GÜEMES,NUEVA POMPEYA,22063080,3.0,308.0
CHACO,GENERAL GÜEMES,NUEVA POMPEYA,22063080,10.0,2.0
CHACO,GENERAL GÜEMES,VILLA RÍO BERMEJITO,22063100,0.5,2.0
CHACO,GENERAL GÜEMES,VILLA RÍO BERMEJITO,22063100,3.0,86.0
CHACO,GENERAL GÜEMES,VILLA RÍO BERMEJITO,22063100,4.0,49.0
CHACO,GENERAL GÜEMES,VILLA RÍO BERMEJITO,22063100,5.0,32.0
CHACO,GENERAL GÜEMES,VILLA RÍO BERMEJITO,22063100,6.0,12.0
CHACO,GENERAL GÜEMES,VILLA RÍO BERMEJITO,22063100,10.0,198.0
CHACO,GENERAL GÜEMES,WICHI,22063110,1.0,1.0
CHACO,GENERAL GÜEMES,WICHI,22063110,2.0,91.0
CHACO,INDEPENDENCIA,AVIA TERAI,22070010,0.5,1.0
CHACO,INDEPENDENCIA,AVIA TERAI,22070010,1.0,1.0
CHACO,INDEPENDENCIA,AVIA TERAI,22070010,5.0,12.0
CHACO,INDEPENDENCIA,AVIA TERAI,22070010,6.0,2.0
CHACO,INDEPENDENCIA,AVIA TERAI,22070010,10.0,40.0
CHACO,INDEPENDENCIA,AVIA TERAI,22070010,15.0,6.0
CHACO,INDEPENDENCIA,AVIA TERAI,22070010,20.0,2.0
CHACO,INDEPENDENCIA,CAMPO LARGO,22070020,0.0,3.0
CHACO,INDEPENDENCIA,CAMPO LARGO,22070020,3.0,3.0
CHACO,INDEPENDENCIA,CAMPO LARGO,22070020,5.0,12.0
CHACO,INDEPENDENCIA,CAMPO LARGO,22070020,6.0,14.0
CHACO,INDEPENDENCIA,CAMPO LARGO,22070020,10.0,49.0
CHACO,INDEPENDENCIA,CAMPO LARGO,22070020,15.0,6.0
CHACO,INDEPENDENCIA,CAMPO LARGO,22070020,20.0,4.0
CHACO,INDEPENDENCIA,CAMPO LARGO,22070020,100.0,450.0
CHACO,LIBERTAD,LAGUNA BLANCA,22077030,0.5,2.0
CHACO,LIBERTAD,PUERTO TIROL,22077040,1.0,3.0
CHACO,LIBERTAD,PUERTO TIROL,22077040,2.0,59.0
CHACO,LIBERTAD,PUERTO TIROL,22077040,3.0,24.0
CHACO,LIBERTAD,PUERTO TIROL,22077040,5.0,75.0
CHACO,LIBERTAD,PUERTO TIROL,22077040,6.0,42.0
CHACO,LIBERTAD,PUERTO TIROL,22077040,10.0,288.0
CHACO,LIBERTAD,PUERTO TIROL,22077040,15.0,27.0
CHACO,LIBERTAD,PUERTO TIROL,22077040,20.0,1.0
CHACO,LIBERTAD,PUERTO TIROL,22077040,30.0,365.0
CHACO,LIBERTADOR GENERAL SAN MARTÍN,CIERVO PETISO,22084010,0.5,1.0
CHACO,LIBERTADOR GENERAL SAN MARTÍN,GENERAL JOSÉ DE SAN MARTÍN,22084020,3.0,113.0
CHACO,LIBERTADOR GENERAL SAN MARTÍN,GENERAL JOSÉ DE SAN MARTÍN,22084020,4.0,35.0
CHACO,LIBERTADOR GENERAL SAN MARTÍN,GENERAL JOSÉ DE SAN MARTÍN,22084020,5.0,42.0
CHACO,LIBERTADOR GENERAL SAN MARTÍN,GENERAL JOSÉ DE SAN MARTÍN,22084020,6.0,13.0
CHACO,LIBERTADOR GENERAL SAN MARTÍN,GENERAL JOSÉ DE SAN MARTÍN,22084020,8.0,220.0
CHACO,LIBERTADOR GENERAL SAN MARTÍN,GENERAL JOSÉ DE SAN MARTÍN,22084020,10.0,54.0
CHACO,LIBERTADOR GENERAL SAN MARTÍN,GENERAL JOSÉ DE SAN MARTÍN,22084020,12.0,77.0
CHACO,LIBERTADOR GENERAL SAN MARTÍN,GENERAL JOSÉ DE SAN MARTÍN,22084020,15.0,5.0
CHACO,LIBERTADOR GENERAL SAN MARTÍN,GENERAL JOSÉ DE SAN MARTÍN,22084020,20.0,2.0
CHACO,LIBERTADOR GENERAL SAN MARTÍN,GENERAL JOSÉ DE SAN MARTÍN,22084020,30.0,1325.0
CHACO,LIBERTADOR GENERAL SAN MARTÍN,GENERAL JOSÉ DE SAN MARTÍN,22084020,50.0,4053.0
CHACO,LIBERTADOR GENERAL SAN MARTÍN,GENERAL JOSÉ DE SAN MARTÍN,22084020,100.0,1115.0
CHACO,LIBERTADOR GENERAL SAN MARTÍN,GENERAL JOSÉ DE SAN MARTÍN,22084020,120.0,18.0
CHACO,LIBERTADOR GENERAL SAN MARTÍN,GENERAL JOSÉ DE SAN MARTÍN,22084020,200.0,49.0
CHACO,LIBERTADOR GENERAL SAN MARTÍN,GENERAL JOSÉ DE SAN MARTÍN,22084020,250.0,21.0
CHACO,LIBERTADOR GENERAL SAN MARTÍN,LA EDUVIGIS,22084030,0.5,1.0
CHACO,LIBERTADOR GENERAL SAN MARTÍN,LAGUNA LIMPIA,22084040,7.0,32.0
CHACO,LIBERTADOR GENERAL SAN MARTÍN,LAGUNA LIMPIA,22084040,15.0,57.0
CHACO,LIBERTADOR GENERAL SAN MARTÍN,PAMPA ALMIRÓN,22084050,5.0,11.0
CHACO,LIBERTADOR GENERAL SAN MARTÍN,PAMPA ALMIRÓN,22084050,15.0,50.0
CHACO,LIBERTADOR GENERAL SAN MARTÍN,PAMPA DEL INDIO,22084060,0.5,2.0
CHACO,LIBERTADOR GENERAL SAN MARTÍN,PAMPA DEL INDIO,22084060,3.0,16.0
CHACO,LIBERTADOR GENERAL SAN MARTÍN,PAMPA DEL INDIO,22084060,4.0,1.0
CHACO,LIBERTADOR GENERAL SAN MARTÍN,PAMPA DEL INDIO,22084060,5.0,25.0
CHACO,LIBERTADOR GENERAL SAN MARTÍN,PAMPA DEL INDIO,22084060,10.0,60.0
CHACO,LIBERTADOR GENERAL SAN MARTÍN,PAMPA DEL INDIO,22084060,15.0,656.0
CHACO,LIBERTADOR GENERAL SAN MARTÍN,PRESIDENCIA ROCA,22084070,0.5,2.0
CHACO,LIBERTADOR GENERAL SAN MARTÍN,PRESIDENCIA ROCA,22084070,3.0,39.0
CHACO,LIBERTADOR GENERAL SAN MARTÍN,PRESIDENCIA ROCA,22084070,4.0,7.0
CHACO,LIBERTADOR GENERAL SAN MARTÍN,PRESIDENCIA ROCA,22084070,5.0,12.0
CHACO,LIBERTADOR GENERAL SAN MARTÍN,PRESIDENCIA ROCA,22084070,10.0,328.0
CHACO,LIBERTADOR GENERAL SAN MARTÍN,PRESIDENCIA ROCA,22084070,15.0,160.0
CHACO,LIBERTADOR GENERAL SAN MARTÍN,PRESIDENCIA ROCA,22084070,30.0,3.0
CHACO,MAIPÚ,TRES ISLETAS,22091010,3.0,31.0
CHACO,MAIPÚ,TRES ISLETAS,22091010,4.0,3.0
CHACO,MAIPÚ,TRES ISLETAS,22091010,6.0,25.0
