Provincia,Partido,Localidad,Tecnologia,Link Indec,Accesos
CÓRDOBA,GENERAL SAN MARTÍN,TICINO,SATELITAL,14042140,2.0
CÓRDOBA,GENERAL SAN MARTÍN,TÍO PUJIO,ADSL,14042150,552.0
CÓRDOBA,GENERAL SAN MARTÍN,TÍO PUJIO,FIBRA OPTICA,14042150,2.0
CÓRDOBA,GENERAL SAN MARTÍN,TÍO PUJIO,WIRELESS,14042150,53.0
CÓRDOBA,GENERAL SAN MARTÍN,VILLA MARÍA,ADSL,14042170,1576.0
CÓRDOBA,GENERAL SAN MARTÍN,VILLA MARÍA,CABLEMODEM,14042170,16919.0
CÓRDOBA,GENERAL SAN MARTÍN,VILLA MARÍA,FIBRA OPTICA,14042170,12652.0
CÓRDOBA,GENERAL SAN MARTÍN,VILLA MARÍA,SATELITAL,14042170,1.0
CÓRDOBA,GENERAL SAN MARTÍN,VILLA MARÍA,WIRELESS,14042170,1187.0
CÓRDOBA,GENERAL SAN MARTÍN,VILLA NUEVA,ADSL,14042180,398.0
CÓRDOBA,GENERAL SAN MARTÍN,VILLA NUEVA,CABLEMODEM,14042180,2081.0
CÓRDOBA,GENERAL SAN MARTÍN,VILLA NUEVA,FIBRA OPTICA,14042180,2695.0
CÓRDOBA,GENERAL SAN MARTÍN,VILLA NUEVA,Otros,14042180,1.0
CÓRDOBA,GENERAL SAN MARTÍN,VILLA NUEVA,SATELITAL,14042180,1.0
CÓRDOBA,GENERAL SAN MARTÍN,VILLA NUEVA,WIRELESS,14042180,414.0
CÓRDOBA,ISCHILÍN,AVELLANEDA,Otros,14049010,1.0
CÓRDOBA,ISCHILÍN,CHUÑA,SATELITAL,14049030,2.0
CÓRDOBA,ISCHILÍN,CHUÑA,WIRELESS,14049030,102.0
CÓRDOBA,ISCHILÍN,COPACABANA,WIRELESS,14049040,12.0
CÓRDOBA,ISCHILÍN,DEÁN FUNES,ADSL,14049050,287.0
CÓRDOBA,ISCHILÍN,DEÁN FUNES,CABLEMODEM,14049050,1253.0
CÓRDOBA,ISCHILÍN,DEÁN FUNES,FIBRA OPTICA,14049050,1422.0
CÓRDOBA,ISCHILÍN,DEÁN FUNES,SATELITAL,14049050,1.0
CÓRDOBA,ISCHILÍN,ESQUINA DEL ALAMBRE,WIRELESS,14049060,1.0
CÓRDOBA,ISCHILÍN,OLIVARES DE SAN NICOLÁS,WIRELESS,14049090,1.0
CÓRDOBA,ISCHILÍN,QUILINO,ADSL,14049100,138.0
CÓRDOBA,ISCHILÍN,QUILINO,FIBRA OPTICA,14049100,65.0
CÓRDOBA,ISCHILÍN,VILLA QUILINO,FIBRA OPTICA,14049130,30.0
CÓRDOBA,JUÁREZ CELMAN,ALEJANDRO ROCA (EST. ALEJANDRO),ADSL,14056010,316.0
CÓRDOBA,JUÁREZ CELMAN,ALEJANDRO ROCA (EST. ALEJANDRO),WIRELESS,14056010,300.0
CÓRDOBA,JUÁREZ CELMAN,BENGOLEA,FIBRA OPTICA,14056030,269.0
CÓRDOBA,JUÁREZ CELMAN,CARNERILLO,ADSL,14056040,66.0
CÓRDOBA,JUÁREZ CELMAN,CARNERILLO,FIBRA OPTICA,14056040,726.0
CÓRDOBA,JUÁREZ CELMAN,CARNERILLO,Otros,14056040,1.0
CÓRDOBA,JUÁREZ CELMAN,CARNERILLO,SATELITAL,14056040,1.0
CÓRDOBA,JUÁREZ CELMAN,CARNERILLO,WIRELESS,14056040,195.0
CÓRDOBA,JUÁREZ CELMAN,CHARRAS,FIBRA OPTICA,14056050,1.0
CÓRDOBA,JUÁREZ CELMAN,CHARRAS,WIRELESS,14056050,12.0
CÓRDOBA,JUÁREZ CELMAN,GENERAL CABRERA,ADSL,14056070,412.0
CÓRDOBA,JUÁREZ CELMAN,GENERAL CABRERA,FIBRA OPTICA,14056070,1.0
CÓRDOBA,JUÁREZ CELMAN,GENERAL DEHEZA,ADSL,14056080,2.0
CÓRDOBA,JUÁREZ CELMAN,GENERAL DEHEZA,CABLEMODEM,14056080,1328.0
CÓRDOBA,JUÁREZ CELMAN,GENERAL DEHEZA,FIBRA OPTICA,14056080,3359.0
CÓRDOBA,JUÁREZ CELMAN,GENERAL DEHEZA,Otros,14056080,1.0
CÓRDOBA,JUÁREZ CELMAN,HUANCHILLAS,FIBRA OPTICA,14056090,11.0
CÓRDOBA,JUÁREZ CELMAN,LA CARLOTA,ADSL,14056100,576.0
CÓRDOBA,JUÁREZ CELMAN,LOS CISNES,FIBRA OPTICA,14056110,222.0
CÓRDOBA,JUÁREZ CELMAN,LOS CISNES,WIRELESS,14056110,41.0
CÓRDOBA,JUÁREZ CELMAN,OLAETA,CABLEMODEM,14056120,65.0
CÓRDOBA,JUÁREZ CELMAN,SANTA EUFEMIA,CABLEMODEM,14056150,676.0
CÓRDOBA,JUÁREZ CELMAN,SANTA EUFEMIA,SATELITAL,14056150,1.0
CÓRDOBA,JUÁREZ CELMAN,SANTA EUFEMIA,WIRELESS,14056150,64.0
CÓRDOBA,JUÁREZ CELMAN,UCACHA,ADSL,14056160,82.0
CÓRDOBA,JUÁREZ CELMAN,UCACHA,CABLEMODEM,14056160,2019.0
CÓRDOBA,JUÁREZ CELMAN,UCACHA,FIBRA OPTICA,14056160,2.0
CÓRDOBA,JUÁREZ CELMAN,UCACHA,WIRELESS,14056160,82.0
CÓRDOBA,JUÁREZ CELMAN,VILLA REDUCCIÓN,WIRELESS,14056170,232.0
CÓRDOBA,MARCOS JUÁREZ,ALEJO LEDESMA,FIBRA OPTICA,14063010,1.0
CÓRDOBA,MARCOS JUÁREZ,ALEJO LEDESMA,SATELITAL,14063010,3.0
CÓRDOBA,MARCOS JUÁREZ,ALEJO LEDESMA,WIRELESS,14063010,64.0
CÓRDOBA,MARCOS JUÁREZ,ARIAS,ADSL,14063020,360.0
CÓRDOBA,MARCOS JUÁREZ,CAMILO ALDAO,ADSL,14063030,1042.0
CÓRDOBA,MARCOS JUÁREZ,CAMILO ALDAO,FIBRA OPTICA,14063030,543.0
CÓRDOBA,MARCOS JUÁREZ,CAMILO ALDAO,Otros,14063030,20.0
CÓRDOBA,MARCOS JUÁREZ,CAMILO ALDAO,SATELITAL,14063030,1.0
CÓRDOBA,MARCOS JUÁREZ,CAPITÁN GENERAL BERNARDO O'HIGGINS,ADSL,14063040,15.0
CÓRDOBA,MARCOS JUÁREZ,CAPITÁN GENERAL BERNARDO O'HIGGINS,WIRELESS,14063040,25.0
CÓRDOBA,MARCOS JUÁREZ,CAVANAGH,WIRELESS,14063050,322.0
CÓRDOBA,MARCOS JUÁREZ,COLONIA ITALIANA,CABLEMODEM,14063070,158.0
CÓRDOBA,MARCOS JUÁREZ,COLONIA ITALIANA,Otros,14063070,31.0
CÓRDOBA,MARCOS JUÁREZ,COLONIA ITALIANA,WIRELESS,14063070,10.0
CÓRDOBA,MARCOS JUÁREZ,CORRAL DE BUSTOS,ADSL,14063090,686.0
CÓRDOBA,MARCOS JUÁREZ,CORRAL DE BUSTOS,CABLEMODEM,14063090,4298.0
CÓRDOBA,MARCOS JUÁREZ,CORRAL DE BUSTOS,FIBRA OPTICA,14063090,1027.0
CÓRDOBA,MARCOS JUÁREZ,CORRAL DE BUSTOS,Otros,14063090,1790.0
CÓRDOBA,MARCOS JUÁREZ,CORRAL DE BUSTOS,WIRELESS,14063090,49.0
CÓRDOBA,MARCOS JUÁREZ,CRUZ ALTA,ADSL,14063100,585.0
CÓRDOBA,MARCOS JUÁREZ,CRUZ ALTA,SATELITAL,14063100,1.0
CÓRDOBA,MARCOS JUÁREZ,CRUZ ALTA,WIRELESS,14063100,2.0
CÓRDOBA,MARCOS JUÁREZ,GENERAL BALDISSERA,ADSL,14063110,451.0
CÓRDOBA,MARCOS JUÁREZ,GENERAL BALDISSERA,SATELITAL,14063110,1.0
CÓRDOBA,MARCOS JUÁREZ,GENERAL ROCA,ADSL,14063120,1213.0
CÓRDOBA,MARCOS JUÁREZ,GENERAL ROCA,FIBRA OPTICA,14063120,1.0
CÓRDOBA,MARCOS JUÁREZ,GENERAL ROCA,SATELITAL,14063120,2.0
CÓRDOBA,MARCOS JUÁREZ,GUATIMOZÍN,ADSL,14063130,146.0
CÓRDOBA,MARCOS JUÁREZ,GUATIMOZÍN,FIBRA OPTICA,14063130,700.0
CÓRDOBA,MARCOS JUÁREZ,GUATIMOZÍN,Otros,14063130,593.0
CÓRDOBA,MARCOS JUÁREZ,GUATIMOZÍN,SATELITAL,14063130,1.0
CÓRDOBA,MARCOS JUÁREZ,GUATIMOZÍN,WIRELESS,14063130,15.0
CÓRDOBA,MARCOS JUÁREZ,INRIVILLE,ADSL,14063140,185.0
CÓRDOBA,MARCOS JUÁREZ,INRIVILLE,WIRELESS,14063140,89.0
CÓRDOBA,MARCOS JUÁREZ,ISLA VERDE,ADSL,14063150,450.0
CÓRDOBA,MARCOS JUÁREZ,ISLA VERDE,CABLEMODEM,14063150,262.0
CÓRDOBA,MARCOS JUÁREZ,ISLA VERDE,FIBRA OPTICA,14063150,211.0
CÓRDOBA,MARCOS JUÁREZ,LEONES,ADSL,14063160,186.0
CÓRDOBA,MARCOS JUÁREZ,LEONES,CABLEMODEM,14063160,2757.0
CÓRDOBA,MARCOS JUÁREZ,LEONES,FIBRA OPTICA,14063160,4.0
CÓRDOBA,MARCOS JUÁREZ,LEONES,WIRELESS,14063160,23.0
CÓRDOBA,MARCOS JUÁREZ,LOS SURGENTES,ADSL,14063170,599.0
CÓRDOBA,MARCOS JUÁREZ,LOS SURGENTES,FIBRA OPTICA,14063170,300.0
CÓRDOBA,MARCOS JUÁREZ,LOS SURGENTES,SATELITAL,14063170,1.0
CÓRDOBA,MARCOS JUÁREZ,MARCOS JUÁREZ,ADSL,14063180,63.0
CÓRDOBA,MARCOS JUÁREZ,MARCOS JUÁREZ,CABLEMODEM,14063180,11130.0
CÓRDOBA,MARCOS JUÁREZ,MARCOS JUÁREZ,FIBRA OPTICA,14063180,9.0
CÓRDOBA,MARCOS JUÁREZ,MARCOS JUÁREZ,WIRELESS,14063180,240.0
CÓRDOBA,MARCOS JUÁREZ,MONTE BUEY,ADSL,14063190,1563.0
CÓRDOBA,MARCOS JUÁREZ,SAIRA,ADSL,14063210,253.0
CÓRDOBA,MARCOS JUÁREZ,VILLA ELISA,ADSL,14063230,185.0
CÓRDOBA,MARCOS JUÁREZ,VILLA ELISA,DIAL UP,14063230,12.0
CÓRDOBA,MARCOS JUÁREZ,VILLA ELISA,FIBRA OPTICA,14063230,1492.0
CÓRDOBA,MINAS,CIÉNAGA DEL CORO,FIBRA OPTICA,14070010,1.0
CÓRDOBA,MINAS,CIÉNAGA DEL CORO,WIRELESS,14070010,64.0
CÓRDOBA,MINAS,EL CHACHO,FIBRA OPTICA,14070020,1.0
CÓRDOBA,MINAS,EL CHACHO,WIRELESS,14070020,173.0
CÓRDOBA,MINAS,ESTANCIA DE GUADALUPE,WIRELESS,14070030,35.0
CÓRDOBA,MINAS,GUASAPAMPA,WIRELESS,14070040,34.0
CÓRDOBA,MINAS,LA PLAYA,WIRELESS,14070050,53.0
CÓRDOBA,MINAS,SAN CARLOS MINAS,ADSL,14070060,160.0
CÓRDOBA,MINAS,SAN CARLOS MINAS,FIBRA OPTICA,14070060,2.0
CÓRDOBA,MINAS,SAN CARLOS MINAS,Otros,14070060,1.0
CÓRDOBA,MINAS,SAN CARLOS MINAS,WIRELESS,14070060,291.0
CÓRDOBA,MINAS,TALAINI,WIRELESS,14070070,23.0
CÓRDOBA,MINAS,TOSNO,WIRELESS,14070080,27.0
CÓRDOBA,OTROS,OTROS,Otros,Sin Datos,485.0
CÓRDOBA,OTROS,OTROS,WIRELESS,Sin Datos,268.0
CÓRDOBA,POCHO,CHANCANI,WIRELESS,14077010,97.0
CÓRDOBA,POCHO,LAS PALMAS,WIRELESS,14077020,9.0
CÓRDOBA,POCHO,LOS TALARES,WIRELESS,14077030,39.0
CÓRDOBA,POCHO,SALSACATE,ADSL,14077040,71.0
CÓRDOBA,POCHO,SALSACATE,FIBRA OPTICA,14077040,3.0
CÓRDOBA,POCHO,SALSACATE,Otros,14077040,3.0
CÓRDOBA,POCHO,SALSACATE,SATELITAL,14077040,1.0
CÓRDOBA,POCHO,SALSACATE,WIRELESS,14077040,298.0
CÓRDOBA,POCHO,SAN GERÓNIMO,WIRELESS,14077050,11.0
CÓRDOBA,POCHO,TALA CAÑADA,WIRELESS,14077060,39.0
CÓRDOBA,POCHO,TANINGA,WIRELESS,14077070,167.0
CÓRDOBA,POCHO,VILLA DE POCHO,WIRELESS,14077080,40.0
CÓRDOBA,PRESIDENTE ROQUE SÁENZ PEÑA,GENERAL LEVALLE,CABLEMODEM,14084010,2509.0
CÓRDOBA,PRESIDENTE ROQUE SÁENZ PEÑA,GENERAL LEVALLE,FIBRA OPTICA,14084010,108.0
CÓRDOBA,PRESIDENTE ROQUE SÁENZ PEÑA,GENERAL LEVALLE,WIRELESS,14084010,146.0
CÓRDOBA,PRESIDENTE ROQUE SÁENZ PEÑA,LA CESIRA,ADSL,14084020,395.0
CÓRDOBA,PRESIDENTE ROQUE SÁENZ PEÑA,LA CESIRA,FIBRA OPTICA,14084020,2.0
CÓRDOBA,PRESIDENTE ROQUE SÁENZ PEÑA,LA CESIRA,Otros,14084020,17.0
CÓRDOBA,PRESIDENTE ROQUE SÁENZ PEÑA,LA CESIRA,SATELITAL,14084020,1.0
CÓRDOBA,PRESIDENTE ROQUE SÁENZ PEÑA,LA CESIRA,WIRELESS,14084020,38.0
CÓRDOBA,PRESIDENTE ROQUE SÁENZ PEÑA,LABOULAYE,ADSL,14084030,437.0
CÓRDOBA,PRESIDENTE ROQUE SÁENZ PEÑA,LABOULAYE,CABLEMODEM,14084030,7071.0
CÓRDOBA,PRESIDENTE ROQUE SÁENZ PEÑA,LABOULAYE,FIBRA OPTICA,14084030,10.0
CÓRDOBA,PRESIDENTE ROQUE SÁENZ PEÑA,LABOULAYE,Otros,14084030,1.0
CÓRDOBA,PRESIDENTE ROQUE SÁENZ PEÑA,LABOULAYE,WIRELESS,14084030,1133.0
CÓRDOBA,PRESIDENTE ROQUE SÁENZ PEÑA,LEGUIZAMÓN,FIBRA OPTICA,14084040,1.0
CÓRDOBA,PRESIDENTE ROQUE SÁENZ PEÑA,MELO,FIBRA OPTICA,14084050,10.0
CÓRDOBA,PRESIDENTE ROQUE SÁENZ PEÑA,MELO,Otros,14084050,21.0
CÓRDOBA,PRESIDENTE ROQUE SÁENZ PEÑA,MELO,WIRELESS,14084050,389.0
CÓRDOBA,PRESIDENTE ROQUE SÁENZ PEÑA,RÍO BAMBA,WIRELESS,14084060,31.0
CÓRDOBA,PRESIDENTE ROQUE SÁENZ PEÑA,ROSALES,WIRELESS,14084070,132.0
CÓRDOBA,PRESIDENTE ROQUE SÁENZ PEÑA,SAN JOAQUÍN,WIRELESS,14084080,42.0
CÓRDOBA,PRESIDENTE ROQUE SÁENZ PEÑA,SERRANO,CABLEMODEM,14084090,1033.0
CÓRDOBA,PRESIDENTE ROQUE SÁENZ PEÑA,SERRANO,Otros,14084090,2.0
CÓRDOBA,PRESIDENTE ROQUE SÁENZ PEÑA,SERRANO,SATELITAL,14084090,1.0
CÓRDOBA,PRESIDENTE ROQUE SÁENZ PEÑA,SERRANO,WIRELESS,14084090,81.0
CÓRDOBA,PUNILLA,BIALET MASSÉ,ADSL,14091020,238.0
CÓRDOBA,PUNILLA,BIALET MASSÉ,WIRELESS,14091020,333.0
CÓRDOBA,PUNILLA,CABALANGO,WIRELESS,14091030,207.0
CÓRDOBA,PUNILLA,CAPILLA DEL MONTE,ADSL,14091040,721.0
CÓRDOBA,PUNILLA,CAPILLA DEL MONTE,CABLEMODEM,14091040,457.0
CÓRDOBA,PUNILLA,CAPILLA DEL MONTE,WIRELESS,14091040,282.0
CÓRDOBA,PUNILLA,CASA GRANDE,WIRELESS,14091050,57.0
CÓRDOBA,PUNILLA,CHARBONIER,WIRELESS,14091060,102.0
CÓRDOBA,PUNILLA,COSQUÍN,ADSL,14091070,1153.0
CÓRDOBA,PUNILLA,COSQUÍN,CABLEMODEM,14091070,5599.0
CÓRDOBA,PUNILLA,COSQUÍN,FIBRA OPTICA,14091070,19.0
CÓRDOBA,PUNILLA,COSQUÍN,WIRELESS,14091070,113.0
CÓRDOBA,PUNILLA,CUESTA BLANCA,WIRELESS,14091080,40.0
CÓRDOBA,PUNILLA,ESTANCIA VIEJA,WIRELESS,14091090,216.0
CÓRDOBA,PUNILLA,HUERTA GRANDE,CABLEMODEM,14091100,29.0
CÓRDOBA,PUNILLA,HUERTA GRANDE,FIBRA OPTICA,14091100,1976.0
CÓRDOBA,PUNILLA,HUERTA GRANDE,WIRELESS,14091100,81.0
CÓRDOBA,PUNILLA,LA CUMBRE,ADSL,14091110,278.0
CÓRDOBA,PUNILLA,LA CUMBRE,WIRELESS,14091110,183.0
CÓRDOBA,PUNILLA,LA FALDA,ADSL,14091120,829.0
CÓRDOBA,PUNILLA,LA FALDA,CABLEMODEM,14091120,5661.0
CÓRDOBA,PUNILLA,LA FALDA,FIBRA OPTICA,14091120,31.0
CÓRDOBA,PUNILLA,LA FALDA,WIRELESS,14091120,22.0
CÓRDOBA,PUNILLA,LAS JARILLAS,WIRELESS,14091130,4.0
CÓRDOBA,PUNILLA,LOS COCOS,ADSL,14091140,206.0
CÓRDOBA,PUNILLA,LOS COCOS,WIRELESS,14091140,52.0
CÓRDOBA,PUNILLA,MAYU SUMAJ,CABLEMODEM,14091160,151.0
CÓRDOBA,PUNILLA,MAYU SUMAJ,WIRELESS,14091160,49.0
CÓRDOBA,PUNILLA,SAN ANTONIO DE ARREDONDO,CABLEMODEM,14091180,1627.0
CÓRDOBA,PUNILLA,SAN ANTONIO DE ARREDONDO,FIBRA OPTICA,14091180,1.0
CÓRDOBA,PUNILLA,SAN ANTONIO DE ARREDONDO,WIRELESS,14091180,112.0
CÓRDOBA,PUNILLA,SAN ESTEBAN,ADSL,14091190,49.0
CÓRDOBA,PUNILLA,SAN ESTEBAN,WIRELESS,14091190,42.0
CÓRDOBA,PUNILLA,SAN ROQUE,WIRELESS,14091200,233.0
CÓRDOBA,PUNILLA,SANTA MARÍA DE PUNILLA,ADSL,14091210,505.0
CÓRDOBA,PUNILLA,SANTA MARÍA DE PUNILLA,FIBRA OPTICA,14091210,2.0
CÓRDOBA,PUNILLA,SANTA MARÍA DE PUNILLA,Otros,14091210,1.0
CÓRDOBA,PUNILLA,SANTA MARÍA DE PUNILLA,WIRELESS,14091210,113.0
CÓRDOBA,PUNILLA,TALA HUASI,WIRELESS,14091220,15.0
CÓRDOBA,PUNILLA,TANTI,Otros,14091230,225.0
CÓRDOBA,PUNILLA,TANTI,WIRELESS,14091230,373.0
CÓRDOBA,PUNILLA,VALLE HERMOSO,ADSL,14091240,217.0
CÓRDOBA,PUNILLA,VALLE HERMOSO,CABLEMODEM,14091240,25.0
CÓRDOBA,PUNILLA,VALLE HERMOSO,FIBRA OPTICA,14091240,1727.0
CÓRDOBA,PUNILLA,VALLE HERMOSO,WIRELESS,14091240,117.0
CÓRDOBA,PUNILLA,VILLA CARLOS PAZ,ADSL,14091250,1567.0
CÓRDOBA,PUNILLA,VILLA CARLOS PAZ,CABLEMODEM,14091250,24959.0
CÓRDOBA,PUNILLA,VILLA CARLOS PAZ,FIBRA OPTICA,14091250,44.0
CÓRDOBA,PUNILLA,VILLA CARLOS PAZ,Otros,14091250,1.0
CÓRDOBA,PUNILLA,VILLA CARLOS PAZ,SATELITAL,14091250,2.0
CÓRDOBA,PUNILLA,VILLA CARLOS PAZ,WIRELESS,14091250,642.0
CÓRDOBA,PUNILLA,VILLA GIARDINO,ADSL,14091270,366.0
CÓRDOBA,PUNILLA,VILLA GIARDINO,WIRELESS,14091270,206.0
CÓRDOBA,PUNILLA,VILLA PARQUE SIQUIMÁN,WIRELESS,14091290,285.0
CÓRDOBA,PUNILLA,VILLA RÍO ICHO CRUZ,WIRELESS,14091300,147.0
CÓRDOBA,PUNILLA,VILLA SANTA CRUZ DEL LAGO,ADSL,14091320,214.0
CÓRDOBA,PUNILLA,VILLA SANTA CRUZ DEL LAGO,WIRELESS,14091320,279.0
CÓRDOBA,RÍO CUARTO,ACHIRAS,FIBRA OPTICA,14098010,50.0
CÓRDOBA,RÍO CUARTO,ACHIRAS,WIRELESS,14098010,258.0
CÓRDOBA,RÍO CUARTO,ADELIA MARÍA,ADSL,14098020,91.0
CÓRDOBA,RÍO CUARTO,ADELIA MARÍA,CABLEMODEM,14098020,2816.0
CÓRDOBA,RÍO CUARTO,ADELIA MARÍA,FIBRA OPTICA,14098020,22.0
CÓRDOBA,RÍO CUARTO,ADELIA MARÍA,WIRELESS,14098020,222.0
CÓRDOBA,RÍO CUARTO,ALCIRA (EST. GIGENA),ADSL,14098030,238.0
CÓRDOBA,RÍO CUARTO,ALCIRA (EST. GIGENA),FIBRA OPTICA,14098030,884.0
CÓRDOBA,RÍO CUARTO,ALCIRA (EST. GIGENA),SATELITAL,14098030,1.0
CÓRDOBA,RÍO CUARTO,ALPA CORRAL,Otros,14098040,160.0
CÓRDOBA,RÍO CUARTO,BERROTARÁN,ADSL,14098050,252.0
CÓRDOBA,RÍO CUARTO,BERROTARÁN,CABLEMODEM,14098050,1868.0
CÓRDOBA,RÍO CUARTO,BERROTARÁN,FIBRA OPTICA,14098050,3.0
CÓRDOBA,RÍO CUARTO,BERROTARÁN,WIRELESS,14098050,131.0
CÓRDOBA,RÍO CUARTO,BULNES,ADSL,14098060,50.0
CÓRDOBA,RÍO CUARTO,BULNES,SATELITAL,14098060,1.0
CÓRDOBA,RÍO CUARTO,CHAJÁN,FIBRA OPTICA,14098070,78.0
CÓRDOBA,RÍO CUARTO,CHAJÁN,SATELITAL,14098070,1.0
CÓRDOBA,RÍO CUARTO,CHUCUL,ADSL,14098080,13.0
CÓRDOBA,RÍO CUARTO,CHUCUL,FIBRA OPTICA,14098080,3.0
CÓRDOBA,RÍO CUARTO,CHUCUL,WIRELESS,14098080,74.0
CÓRDOBA,RÍO CUARTO,CORONEL BAIGORRIA,FIBRA OPTICA,14098090,1.0
CÓRDOBA,RÍO CUARTO,CORONEL MOLDES,ADSL,14098100,281.0
CÓRDOBA,RÍO CUARTO,CORONEL MOLDES,Otros,14098100,1340.0
CÓRDOBA,RÍO CUARTO,ELENA,ADSL,14098110,57.0
CÓRDOBA,RÍO CUARTO,ELENA,FIBRA OPTICA,14098110,596.0
CÓRDOBA,RÍO CUARTO,ELENA,WIRELESS,14098110,86.0
CÓRDOBA,RÍO CUARTO,LA CAROLINA,ADSL,14098120,4.0
CÓRDOBA,RÍO CUARTO,LA CAROLINA,SATELITAL,14098120,2.0
CÓRDOBA,RÍO CUARTO,LA CAROLINA,WIRELESS,14098120,66.0
CÓRDOBA,RÍO CUARTO,LAS ACEQUIAS,ADSL,14098150,422.0
CÓRDOBA,RÍO CUARTO,LAS ACEQUIAS,FIBRA OPTICA,14098150,8.0
CÓRDOBA,RÍO CUARTO,LAS ALBAHACAS,ADSL,14098160,9.0
CÓRDOBA,RÍO CUARTO,LAS ALBAHACAS,Otros,14098160,14.0
CÓRDOBA,RÍO CUARTO,LAS HIGUERAS,ADSL,14098170,60.0
CÓRDOBA,RÍO CUARTO,LAS HIGUERAS,CABLEMODEM,14098170,720.0
CÓRDOBA,RÍO CUARTO,LAS HIGUERAS,FIBRA OPTICA,14098170,776.0
CÓRDOBA,RÍO CUARTO,LAS PEÑAS,ADSL,14098180,4.0
CÓRDOBA,RÍO CUARTO,LAS PEÑAS,WIRELESS,14098180,25.0
CÓRDOBA,RÍO CUARTO,LAS VERTIENTES,ADSL,14098190,29.0
CÓRDOBA,RÍO CUARTO,LAS VERTIENTES,FIBRA OPTICA,14098190,25.0
CÓRDOBA,RÍO CUARTO,OTROS,Otros,Sin Datos,30.0
CÓRDOBA,RÍO CUARTO,RÍO CUARTO,ADSL,14098230,3967.0
CÓRDOBA,RÍO CUARTO,RÍO CUARTO,CABLEMODEM,14098230,34518.0
CÓRDOBA,RÍO CUARTO,RÍO CUARTO,DIAL UP,14098230,1.0
CÓRDOBA,RÍO CUARTO,RÍO CUARTO,FIBRA OPTICA,14098230,33823.0
CÓRDOBA,RÍO CUARTO,RÍO CUARTO,SATELITAL,14098230,4.0
CÓRDOBA,RÍO CUARTO,RÍO CUARTO,WIRELESS,14098230,1065.0
CÓRDOBA,RÍO CUARTO,SAMPACHO,ADSL,14098240,352.0
CÓRDOBA,RÍO CUARTO,SAMPACHO,FIBRA OPTICA,14098240,30.0
CÓRDOBA,RÍO CUARTO,SAMPACHO,Otros,14098240,1070.0
CÓRDOBA,RÍO CUARTO,SAMPACHO,WIRELESS,14098240,219.0
CÓRDOBA,RÍO CUARTO,SAN BASILIO,ADSL,14098250,37.0
CÓRDOBA,RÍO CUARTO,SAN BASILIO,FIBRA OPTICA,14098250,865.0
CÓRDOBA,RÍO CUARTO,SAN BASILIO,SATELITAL,14098250,1.0
CÓRDOBA,RÍO CUARTO,SANTA CATALINA (EST. HOLMBERG),ADSL,14098260,338.0
CÓRDOBA,RÍO CUARTO,VICUÑA MACKENNA,ADSL,14098290,2120.0
CÓRDOBA,RÍO CUARTO,VICUÑA MACKENNA,CABLEMODEM,14098290,1568.0
CÓRDOBA,RÍO CUARTO,VICUÑA MACKENNA,FIBRA OPTICA,14098290,71.0
CÓRDOBA,RÍO CUARTO,VICUÑA MACKENNA,SATELITAL,14098290,1.0
CÓRDOBA,RÍO CUARTO,VILLA EL CHACAY,Otros,14098300,4.0
CÓRDOBA,RÍO CUARTO,WASHINGTON,WIRELESS,14098320,38.0
CÓRDOBA,RÍO PRIMERO,CAÑADA DE MACHADO,WIRELESS,14105020,11.0
CÓRDOBA,RÍO PRIMERO,DIEGO DE ROJAS,FIBRA OPTICA,14105060,1.0
CÓRDOBA,RÍO PRIMERO,ESQUINA,FIBRA OPTICA,14105090,56.0
CÓRDOBA,RÍO PRIMERO,ESQUINA,SATELITAL,14105090,1.0
CÓRDOBA,RÍO PRIMERO,LA PARA,CABLEMODEM,14105110,1167.0
CÓRDOBA,RÍO PRIMERO,LA PARA,FIBRA OPTICA,14105110,4.0
CÓRDOBA,RÍO PRIMERO,LA PARA,SATELITAL,14105110,1.0
CÓRDOBA,RÍO PRIMERO,LA PARA,WIRELESS,14105110,154.0
CÓRDOBA,RÍO PRIMERO,LA PUERTA,FIBRA OPTICA,14105130,1.0
CÓRDOBA,RÍO PRIMERO,LA PUERTA,WIRELESS,14105130,100.0
CÓRDOBA,RÍO PRIMERO,LA QUINTA,WIRELESS,14105140,30.0
CÓRDOBA,RÍO PRIMERO,MONTECRISTO,ADSL,14105190,217.0
CÓRDOBA,RÍO PRIMERO,MONTECRISTO,FIBRA OPTICA,14105190,1331.0
CÓRDOBA,RÍO PRIMERO,MONTECRISTO,SATELITAL,14105190,1.0
CÓRDOBA,RÍO PRIMERO,MONTECRISTO,WIRELESS,14105190,185.0
CÓRDOBA,RÍO PRIMERO,OBISPO TREJO,Otros,14105200,1.0
CÓRDOBA,RÍO PRIMERO,OTROS,WIRELESS,Sin Datos,20.0
CÓRDOBA,RÍO PRIMERO,PIQUILLÍN,ADSL,14105210,119.0
CÓRDOBA,RÍO PRIMERO,RÍO PRIMERO,ADSL,14105240,1067.0
CÓRDOBA,RÍO PRIMERO,RÍO PRIMERO,FIBRA OPTICA,14105240,692.0
CÓRDOBA,RÍO PRIMERO,RÍO PRIMERO,WIRELESS,14105240,187.0
CÓRDOBA,RÍO PRIMERO,SANTA ROSA DE RÍO PRIMERO,ADSL,14105260,348.0
CÓRDOBA,RÍO PRIMERO,SANTA ROSA DE RÍO PRIMERO,FIBRA OPTICA,14105260,1224.0
